Evaluation for random Summary
File Name,ROUGE,Precision,Recall,F-measure
050.txt,rouge-l,0.5087719298245614,0.34523809523809523,0.41134751291383737
051.txt,rouge-1,0.625,0.3017241379310345,0.4069767397944835
051.txt,rouge-2,0.41818181818181815,0.2,0.27058823091695505
051.txt,rouge-l,0.5319148936170213,0.30864197530864196,0.39062499535278317
052.txt,rouge-1,0.16326530612244897,0.12121212121212122,0.13913042989187163
052.txt,rouge-2,0.0,0.0,0.0
052.txt,rouge-l,0.16666666666666666,0.12962962962962962,0.1458333284114585
054.txt,rouge-1,0.49333333333333335,0.2624113475177305,0.3425925880594136
054.txt,rouge-2,0.28378378378378377,0.15,0.1962616777185781
054.txt,rouge-l,0.4262295081967213,0.2524271844660194,0.3170731660596372
055.txt,rouge-1,0.7058823529411765,0.49586776859504134,0.5825242669973608
055.txt,rouge-2,0.6309523809523809,0.44166666666666665,0.5196078382929642
055.txt,rouge-l,0.7101449275362319,0.532608695652174,0.6086956472759539
056.txt,rouge-1,0.7073170731707317,0.3717948717948718,0.4873949534665632
056.txt,rouge-2,0.525,0.2727272727272727,0.3589743544743956
056.txt,rouge-l,0.6285714285714286,0.3548387096774194,0.45360824281007545
057.txt,rouge-1,0.6766467065868264,0.32011331444759206,0.43461538025510354
057.txt,rouge-2,0.3795180722891566,0.17897727272727273,0.2432432388879117
057.txt,rouge-l,0.532258064516129,0.30697674418604654,0.3893805263337424
058.txt,rouge-1,0.7634408602150538,0.3421686746987952,0.4725457527974729
058.txt,rouge-2,0.6,0.26811594202898553,0.3706176918910483
058.txt,rouge-l,0.664179104477612,0.4218009478672986,0.5159420242345726
059.txt,rouge-1,0.5531914893617021,0.2727272727272727,0.3653395740309002
059.txt,rouge-2,0.19285714285714287,0.09473684210526316,0.12705881911141886
059.txt,rouge-l,0.4270833333333333,0.23837209302325582,0.3059701446558254
060.txt,rouge-1,0.675,0.2887700534759358,0.40449437782547093
060.txt,rouge-2,0.4936708860759494,0.20967741935483872,0.294339618456675
060.txt,rouge-l,0.609375,0.3046875,0.4062499955555556
061.txt,rouge-1,0.5985915492957746,0.2814569536423841,0.3828828785321809
061.txt,rouge-2,0.3404255319148936,0.15946843853820597,0.21719456579093394
061.txt,rouge-l,0.5408163265306123,0.3063583815028902,0.39114390682207495
062.txt,rouge-1,0.4461538461538462,0.3333333333333333,0.3815789424731649
062.txt,rouge-2,0.234375,0.1744186046511628,0.1999999951075557
062.txt,rouge-l,0.375,0.328125,0.3499999950222223
063.txt,rouge-1,0.4883720930232558,0.3333333333333333,0.39622641027233896
063.txt,rouge-2,0.3764705882352941,0.256,0.3047618999433107
063.txt,rouge-l,0.5138888888888888,0.4157303370786517,0.45962732424829295
064.txt,rouge-1,0.6730769230769231,0.3684210526315789,0.47619047161830724
064.txt,rouge-2,0.5294117647058824,0.2872340425531915,0.372413788543163
064.txt,rouge-l,0.6595744680851063,0.4246575342465753,0.5166666619013889
065.txt,rouge-1,0.391304347826087,0.1323529411764706,0.19780219402487628
065.txt,rouge-2,0.044444444444444446,0.014814814814814815,0.022222218472222856
065.txt,rouge-l,0.2857142857142857,0.12371134020618557,0.17266186628642421
066.txt,rouge-1,0.6099290780141844,0.24641833810888253,0.3510204040642233
066.txt,rouge-2,0.39285714285714285,0.15804597701149425,0.22540983197393177
066.txt,rouge-l,0.5495495495495496,0.2961165048543689,0.384858039613092
067.txt,rouge-1,0.509090909090909,0.35443037974683544,0.41791044292158613
067.txt,rouge-2,0.42592592592592593,0.2948717948717949,0.3484848436501378
067.txt,rouge-l,0.4883720930232558,0.3620689655172414,0.4158415792686992
068.txt,rouge-1,0.6837606837606838,0.33472803347280333,0.449438197834396
068.txt,rouge-2,0.5775862068965517,0.2815126050420168,0.3785310690401864
068.txt,rouge-l,0.7441860465116279,0.4444444444444444,0.5565217344483933
069.txt,rouge-1,0.509090909090909,0.23140495867768596,0.3181818138849432
069.txt,rouge-2,0.2865853658536585,0.1298342541436464,0.178707220043083
069.txt,rouge-l,0.46825396825396826,0.2681818181818182,0.3410404577967858
070.txt,rouge-1,0.512,0.21333333333333335,0.3011764664359862
070.txt,rouge-2,0.1693548387096774,0.07023411371237458,0.09929077599763052
070.txt,rouge-l,0.3684210526315789,0.1977401129943503,0.2573529366308932
071.txt,rouge-1,0.2413793103448276,0.06862745098039216,0.10687022556028217
071.txt,rouge-2,0.03571428571428571,0.009900990099009901,0.015503872570158787
071.txt,rouge-l,0.2222222222222222,0.0759493670886076,0.11320754337308662
072.txt,rouge-1,0.4393939393939394,0.2600896860986547,0.32676055870882764
072.txt,rouge-2,0.16030534351145037,0.0945945945945946,0.11898016530395095
072.txt,rouge-l,0.3191489361702128,0.21739130434782608,0.25862068483501793
073.txt,rouge-1,0.20689655172413793,0.18181818181818182,0.193548382117586
073.txt,rouge-2,0.0,0.0,0.0
073.txt,rouge-l,0.16363636363636364,0.17647058823529413,0.1698113157618371
074.txt,rouge-1,0.19148936170212766,0.13432835820895522,0.15789473199599893
074.txt,rouge-2,0.0,0.0,0.0
074.txt,rouge-l,0.10256410256410256,0.07547169811320754,0.0869565168549152
075.txt,rouge-1,0.8141592920353983,0.47668393782383417,0.6013071848842325
075.txt,rouge-2,0.7232142857142857,0.421875,0.5328947321883658
075.txt,rouge-l,0.7469879518072289,0.5166666666666667,0.61083743358975
076.txt,rouge-1,0.14285714285714285,0.058823529411764705,0.08333332920138908
076.txt,rouge-2,0.0,0.0,0.0
076.txt,rouge-l,0.125,0.058823529411764705,0.07999999564800023
077.txt,rouge-1,1.0,0.75,0.8571428522448981
077.txt,rouge-2,0.9772727272727273,0.7288135593220338,0.8349514514167217
077.txt,rouge-l,1.0,0.8076923076923077,0.8936170163331825
078.txt,rouge-1,0.6388888888888888,0.25842696629213485,0.36799999589888005
078.txt,rouge-2,0.45714285714285713,0.18181818181818182,0.2601625975543658
078.txt,rouge-l,0.5806451612903226,0.25,0.34951455889904803
079.txt,rouge-1,0.8714285714285714,0.48412698412698413,0.6224489750000001
079.txt,rouge-2,0.7391304347826086,0.408,0.5257731912929111
079.txt,rouge-l,0.7857142857142857,0.5057471264367817,0.6153846106195903
080.txt,rouge-1,0.5384615384615384,0.40229885057471265,0.4605263108942175
080.txt,rouge-2,0.3125,0.23255813953488372,0.2666666617742223
080.txt,rouge-l,0.4423076923076923,0.34328358208955223,0.38655461692818305
081.txt,rouge-1,0.6081081081081081,0.30612244897959184,0.4072398145500707
081.txt,rouge-2,0.3972602739726027,0.19863013698630136,0.2648401782039574
081.txt,rouge-l,0.55,0.33,0.41249999531250003
082.txt,rouge-1,0.6904761904761905,0.2871287128712871,0.4055944014455474
082.txt,rouge-2,0.43373493975903615,0.1791044776119403,0.2535211226237354
082.txt,rouge-l,0.6376811594202898,0.33587786259541985,0.43999999548050006
083.txt,rouge-1,0.5333333333333333,0.38095238095238093,0.4444444395833333
083.txt,rouge-2,0.38636363636363635,0.27419354838709675,0.32075471212531154
083.txt,rouge-l,0.4634146341463415,0.37254901960784315,0.4130434733199434
084.txt,rouge-1,1.0,0.7121212121212122,0.831858402221004
084.txt,rouge-2,0.9782608695652174,0.6923076923076923,0.8108108059573087
084.txt,rouge-l,1.0,0.7407407407407407,0.851063824898144
085.txt,rouge-1,0.14285714285714285,0.07575757575757576,0.09900989646113148
085.txt,rouge-2,0.0,0.0,0.0
085.txt,rouge-l,0.08823529411764706,0.05454545454545454,0.06741572561545292
086.txt,rouge-1,0.5625,0.1935483870967742,0.28799999619072003
086.txt,rouge-2,0.3548387096774194,0.11956521739130435,0.1788617848476437
086.txt,rouge-l,0.5483870967741935,0.23943661971830985,0.33333332910226837
087.txt,rouge-1,0.6857142857142857,0.3037974683544304,0.4210526273237919
087.txt,rouge-2,0.47058823529411764,0.20512820512820512,0.2857142814859694
087.txt,rouge-l,0.6666666666666666,0.3728813559322034,0.47826086496455583
088.txt,rouge-1,0.6666666666666666,0.3119266055045872,0.4249999956570313
088.txt,rouge-2,0.5247524752475248,0.24423963133640553,0.3333333289986552
088.txt,rouge-l,0.6296296296296297,0.33774834437086093,0.4396551678689804
089.txt,rouge-1,0.6973684210526315,0.3680555555555556,0.48181817729586784
089.txt,rouge-2,0.5466666666666666,0.2867132867132867,0.3761467844773168
089.txt,rouge-l,0.6935483870967742,0.4479166666666667,0.5443037926998878
090.txt,rouge-1,0.6060606060606061,0.2898550724637681,0.3921568583679354
090.txt,rouge-2,0.4153846153846154,0.19708029197080293,0.26732672830849924
090.txt,rouge-l,0.6140350877192983,0.330188679245283,0.42944784821257864
091.txt,rouge-1,0.5352112676056338,0.2857142857142857,0.37254901506968474
091.txt,rouge-2,0.3142857142857143,0.16666666666666666,0.21782177764925018
091.txt,rouge-l,0.5079365079365079,0.32653061224489793,0.3975155231866055
092.txt,rouge-1,0.36363636363636365,0.13953488372093023,0.2016806682607161
092.txt,rouge-2,0.0,0.0,0.0
092.txt,rouge-l,0.2903225806451613,0.1323529411764706,0.18181817751658005
093.txt,rouge-1,0.8789473684210526,0.4638888888888889,0.6072727227504132
093.txt,rouge-2,0.7407407407407407,0.38997214484679665,0.5109489005906681
093.txt,rouge-l,0.8538461538461538,0.5362318840579711,0.6587537044598438
094.txt,rouge-1,0.6440677966101694,0.4,0.49350648877972686
094.txt,rouge-2,0.5517241379310345,0.3404255319148936,0.42105262685941824
094.txt,rouge-l,0.68,0.44155844155844154,0.5354330660921323
095.txt,rouge-1,0.5324675324675324,0.1583011583011583,0.24404761551463292
095.txt,rouge-2,0.2631578947368421,0.07751937984496124,0.11976047552655181
095.txt,rouge-l,0.47761194029850745,0.19047619047619047,0.27234042145550025
096.txt,rouge-1,0.6486486486486487,0.3870967741935484,0.48484848016732984
096.txt,rouge-2,0.4657534246575342,0.2764227642276423,0.3469387708355893
096.txt,rouge-l,0.6,0.40625,0.48447204487481194
097.txt,rouge-1,0.6067415730337079,0.23788546255506607,0.34177214785230736
097.txt,rouge-2,0.3181818181818182,0.12389380530973451,0.17834394501034534
097.txt,rouge-l,0.5507246376811594,0.2753623188405797,0.3671497540096618
098.txt,rouge-1,0.7068965517241379,0.6212121212121212,0.661290317601457
098.txt,rouge-2,0.6491228070175439,0.5692307692307692,0.60655737207068
098.txt,rouge-l,0.72,0.7058823529411765,0.7128712821292033
099.txt,rouge-1,0.5666666666666667,0.35051546391752575,0.43312101438597916
099.txt,rouge-2,0.3728813559322034,0.22916666666666666,0.2838709630268471
099.txt,rouge-l,0.5,0.352112676056338,0.41322313564647223
100.txt,rouge-1,0.3783783783783784,0.17391304347826086,0.23829786802571307
100.txt,rouge-2,0.0547945205479452,0.025,0.03433475964560094
100.txt,rouge-l,0.1864406779661017,0.10576923076923077,0.13496932053445762
101.txt,rouge-1,0.65625,0.3,0.4117647015763168
101.txt,rouge-2,0.44881889763779526,0.20430107526881722,0.2807881730407193
101.txt,rouge-l,0.5714285714285714,0.3076923076923077,0.3999999954500001
102.txt,rouge-1,0.5454545454545454,0.2891566265060241,0.3779527513770227
102.txt,rouge-2,0.3793103448275862,0.2,0.2619047573837869
102.txt,rouge-l,0.4861111111111111,0.32710280373831774,0.3910614477051278
103.txt,rouge-1,1.0,0.6818181818181818,0.8108108059897736
103.txt,rouge-2,0.9772727272727273,0.6615384615384615,0.7889908208736638
103.txt,rouge-l,1.0,0.7358490566037735,0.8478260820723063
104.txt,rouge-1,0.5857142857142857,0.27796610169491526,0.3770114898876999
104.txt,rouge-2,0.3597122302158273,0.17006802721088435,0.23094687785779439
104.txt,rouge-l,0.5258620689655172,0.31443298969072164,0.3935483824133195
105.txt,rouge-1,0.5273972602739726,0.28308823529411764,0.3684210480858955
105.txt,rouge-2,0.2620689655172414,0.14022140221402213,0.18269230315100327
105.txt,rouge-l,0.44954128440366975,0.27071823204419887,0.3379310297909631
106.txt,rouge-1,0.5405405405405406,0.19230769230769232,0.28368793939137876
106.txt,rouge-2,0.32727272727272727,0.1157556270096463,0.17102137381192847
106.txt,rouge-l,0.4536082474226804,0.2233502538071066,0.2993197234696192
107.txt,rouge-1,0.8431372549019608,0.3628691983122363,0.5073746270613726
107.txt,rouge-2,0.7128712871287128,0.3050847457627119,0.4272996990664707
107.txt,rouge-l,0.8414634146341463,0.4423076923076923,0.5798319282564791
108.txt,rouge-1,0.6865671641791045,0.4,0.5054945008422896
108.txt,rouge-2,0.49624060150375937,0.28820960698689957,0.3646408793295382
108.txt,rouge-l,0.6185567010309279,0.4316546762589928,0.5084745714295461
109.txt,rouge-1,1.0,0.49356223175965663,0.6609195358047629
109.txt,rouge-2,0.956140350877193,0.4698275862068966,0.6300577990497512
109.txt,rouge-l,1.0,0.5751633986928104,0.7302904517952514
110.txt,rouge-1,0.5853658536585366,0.22857142857142856,0.3287671192484519
110.txt,rouge-2,0.375,0.14423076923076922,0.20833332932098772
110.txt,rouge-l,0.5714285714285714,0.25316455696202533,0.3508771887273008
111.txt,rouge-1,0.7448979591836735,0.33181818181818185,0.4591194925912742
111.txt,rouge-2,0.6494845360824743,0.2876712328767123,0.3987341729604631
111.txt,rouge-l,0.7037037037037037,0.40714285714285714,0.5158370994287587
112.txt,rouge-1,0.7086614173228346,0.28213166144200624,0.4035874398728106
112.txt,rouge-2,0.3952569169960474,0.15698587127158556,0.22471909705438714
112.txt,rouge-l,0.5882352941176471,0.29605263157894735,0.39387308088504136
113.txt,rouge-1,0.3787878787878788,0.2358490566037736,0.29069766968902117
113.txt,rouge-2,0.24615384615384617,0.1523809523809524,0.18823528939446382
113.txt,rouge-l,0.37037037037037035,0.2702702702702703,0.3124999951220704
114.txt,rouge-1,0.7922077922077922,0.4178082191780822,0.5470851972724166
114.txt,rouge-2,0.5789473684210527,0.30344827586206896,0.39819004073626674
114.txt,rouge-l,0.7910447761194029,0.4818181818181818,0.5988700517922692
115.txt,rouge-1,0.7304964539007093,0.329073482428115,0.45374448910972476
115.txt,rouge-2,0.5428571428571428,0.24358974358974358,0.33628318156472703
115.txt,rouge-l,0.6902654867256637,0.39195979899497485,0.4999999953798899
116.txt,rouge-1,0.7837837837837838,0.4027777777777778,0.5321100872586484
116.txt,rouge-2,0.75,0.38028169014084506,0.504672892731243
116.txt,rouge-l,0.8,0.45901639344262296,0.5833333287000869
117.txt,rouge-1,0.7551020408163265,0.42045454545454547,0.5401459808066493
117.txt,rouge-2,0.6875,0.3793103448275862,0.4888888843061729
117.txt,rouge-l,0.7948717948717948,0.4626865671641791,0.5849056557262371
118.txt,rouge-1,0.7563451776649747,0.3204301075268817,0.450151053221265
118.txt,rouge-2,0.5459183673469388,0.23060344827586207,0.32424242006685033
118.txt,rouge-l,0.6434108527131783,0.3143939393939394,0.4223918530963619
119.txt,rouge-1,0.7608695652173914,0.3225806451612903,0.45307442947518367
119.txt,rouge-2,0.6153846153846154,0.25925925925925924,0.3648208427344587
119.txt,rouge-l,0.7162162162162162,0.38686131386861317,0.5023696636921903
120.txt,rouge-1,0.5151515151515151,0.24285714285714285,0.3300970830238477
120.txt,rouge-2,0.4375,0.2028985507246377,0.2772277184432899
120.txt,rouge-l,0.45161290322580644,0.25925925925925924,0.3294117600719723
121.txt,rouge-1,0.6782945736434108,0.274294670846395,0.39062499589933436
121.txt,rouge-2,0.4163424124513619,0.16797488226059654,0.23937359769307195
121.txt,rouge-l,0.5828220858895705,0.3125,0.40685224384980445
122.txt,rouge-1,0.7794117647058824,0.4015151515151515,0.529999995512
122.txt,rouge-2,0.7014925373134329,0.35877862595419846,0.47474747026987046
122.txt,rouge-l,0.75,0.5113636363636364,0.608108103287071
123.txt,rouge-1,0.5423728813559322,0.31683168316831684,0.39999999534453134
123.txt,rouge-2,0.41379310344827586,0.24,0.3037974637077392
123.txt,rouge-l,0.5576923076923077,0.3815789473684211,0.4531249951757813
124.txt,rouge-1,0.7846153846153846,0.3695652173913043,0.5024630498337742
124.txt,rouge-2,0.671875,0.31386861313868614,0.4278606921769264
124.txt,rouge-l,0.7368421052631579,0.4329896907216495,0.5454545407918705
125.txt,rouge-1,0.4945054945054945,0.375,0.4265402794546394
125.txt,rouge-2,0.3,0.226890756302521,0.25837320083789295
125.txt,rouge-l,0.463768115942029,0.3764705882352941,0.4155844106383876
126.txt,rouge-1,0.5238095238095238,0.17098445595854922,0.2578124962893677
126.txt,rouge-2,0.3225806451612903,0.10416666666666667,0.15748031127038262
126.txt,rouge-l,0.49056603773584906,0.1897810218978102,0.27368420650360115
127.txt,rouge-1,1.0,0.6805555555555556,0.809917350552558
127.txt,rouge-2,0.9791666666666666,0.6619718309859155,0.7899159615733353
127.txt,rouge-l,1.0,0.6607142857142857,0.7956989199398775
128.txt,rouge-1,0.3013698630136986,0.24175824175824176,0.26829267798706136
128.txt,rouge-2,0.013888888888888888,0.011111111111111112,0.012345674074076048
128.txt,rouge-l,0.21428571428571427,0.17647058823529413,0.19354838214360054
